83263

82776

83750
83263
83750
83263
2020-08-29 20:11:30.489104|83263
2020-08-29 20:11:30.755916|82289
2020-08-29 20:11:31.035248|82289
2020-08-29 20:31:27.935111|81802
2020-08-29 20:31:28.825567|82289
2020-08-29 20:31:29.521608|82289
2020-08-29 20:31:30.477383|81802
2020-08-29 20:31:31.281811|82776
2020-08-29 20:31:32.022706|82289
2020-08-29 20:31:32.328261|82776
2020-08-29 20:31:33.308944|82776
2020-08-29 20:31:33.758788|82776
2020-08-29 20:31:34.504716|82289
2020-08-29 20:31:34.693259|82289
2020-08-29 20:31:35.281789|82776
2020-08-29 20:31:35.657925|83750
2020-08-29 20:31:36.017653|82776
2020-08-29 20:31:36.266695|81802
2020-08-29 20:31:36.968612|82289
2020-08-29 20:31:37.317029|82776
2020-08-29 20:31:37.775999|82289
2020-08-29 20:31:38.078396|82776
2020-08-29 20:31:38.994475|82776
2020-08-29 20:31:39.845664|82776
2020-08-29 20:31:40.402029|83263
2020-08-29 20:31:40.758622|83750
2020-08-29 20:31:41.737323|83263
2020-08-29 20:31:42.102739|83263
2020-08-29 20:31:43.087481|83263
2020-08-29 20:31:43.317888|84237
2020-08-29 20:31:44.133270|82776
2020-08-29 20:31:44.436455|83263
2020-08-29 20:31:44.588335|82289
2020-08-29 20:31:45.104494|82776
2020-08-29 20:31:45.986519|82776
2020-08-29 20:31:46.945147|83263
2020-08-29 20:31:47.950294|83263
2020-08-29 20:31:48.028357|81802
2020-08-29 20:31:48.359518|82776
2020-08-29 20:31:49.215402|83263
2020-08-29 20:31:50.231387|83750
2020-08-29 20:31:50.320937|82289
2020-08-29 20:31:50.488479|83750
2020-08-29 20:31:50.780122|84237
2020-08-29 20:31:51.138650|82776
2020-08-29 20:31:51.442357|82776
2020-08-29 20:31:51.980988|82776
2020-08-29 20:31:52.882042|82776
2020-08-29 20:31:53.887239|82289
2020-08-29 20:31:54.325421|82289
2020-08-29 20:31:54.465481|83750
2020-08-29 20:31:54.796163|82289
2020-08-29 20:31:54.948823|83263
2020-08-29 20:31:55.717495|83263
2020-08-29 20:31:56.713342|84724
2020-08-29 20:31:57.493791|83263
2020-08-29 20:31:58.239302|83263
2020-08-29 20:31:59.204227|82776
2020-08-29 20:31:59.683491|82776
2020-08-29 20:32:00.273442|83263
2020-08-29 20:32:00.446016|82289
2020-08-29 20:32:01.453057|82776
2020-08-29 20:32:02.362532|83750
2020-08-29 20:32:02.682087|82776
2020-08-29 20:32:03.255717|83263
2020-08-29 20:32:03.975709|82776
2020-08-29 20:32:04.617236|83263
2020-08-29 20:32:04.775959|82776
2020-08-29 20:32:05.352027|83263
2020-08-29 20:32:05.821825|83750
2020-08-29 20:32:06.709320|84237
2020-08-29 20:32:07.037141|83263
2020-08-29 20:32:08.006093|82289
2020-08-29 20:32:09.075710|83263
2020-08-29 20:32:09.975883|83263
2020-08-29 20:32:11.049384|82776
2020-08-29 20:32:11.267130|83750
2020-08-29 20:32:11.745574|84237
2020-08-29 20:32:12.023229|82776
2020-08-29 20:32:12.385525|83750
2020-08-29 20:32:13.085555|83750
2020-08-29 20:32:13.766904|84237
2020-08-29 20:32:14.526485|83263
2020-08-29 20:32:15.513623|83263
2020-08-29 20:32:16.027128|82776
2020-08-29 20:32:16.822475|84237
2020-08-29 20:32:17.537349|82776
2020-08-29 20:32:18.011812|83750
2020-08-29 20:32:18.725547|83263
2020-08-29 20:32:19.065533|84237
2020-08-29 20:32:19.335543|84237
2020-08-29 20:32:19.625497|83263
2020-08-29 20:32:20.485678|83750
2020-08-29 20:32:20.712452|83750
2020-08-29 20:32:20.832836|83263
2020-08-29 20:32:21.583957|82776
2020-08-29 20:32:22.433069|83263
2020-08-29 20:32:23.279738|84237
2020-08-29 20:32:24.205948|83750
2020-08-29 20:32:24.812858|83750
2020-08-29 20:32:25.635792|83263
2020-08-29 20:32:26.122370|83263
2020-08-29 20:32:26.325755|82289
2020-08-29 20:32:26.506091|83750
2020-08-29 20:32:26.959616|83750
2020-08-29 20:32:27.955536|82776
2020-08-29 20:32:28.215807|83263
2020-08-29 20:32:29.045825|84237
2020-08-29 20:32:29.905702|84237
2020-08-29 20:32:30.538940|83263
2020-08-29 20:32:31.495129|84237
2020-08-29 20:32:31.846052|84237
2020-08-29 20:32:32.206500|83263
2020-08-29 20:32:33.097549|82776
2020-08-29 20:32:33.634226|84724
2020-08-29 20:32:33.740823|84237
2020-08-29 20:32:33.900597|83263
2020-08-29 20:32:34.239331|83263
2020-08-29 20:32:34.586112|82776
2020-08-29 20:32:34.658370|83263
2020-08-29 20:32:35.200782|84237
2020-08-29 20:32:35.417935|83750
2020-08-29 20:32:37.029390|81802
2020-08-29 20:32:37.144006|83263
2020-08-29 20:32:37.626566|83263
2020-08-29 20:32:38.406315|83750
2020-08-29 20:32:38.850881|83750
2020-08-29 20:32:39.386417|83750
2020-08-29 20:32:39.668729|83263
2020-08-29 20:32:39.741825|82776
2020-08-29 20:32:40.575646|83263
2020-08-29 20:32:41.574424|83263
2020-08-29 20:32:42.380643|82776
2020-08-29 20:32:43.340044|82776
2020-08-29 20:32:43.988169|81802
2020-08-29 20:32:44.484075|80828
2020-08-29 20:32:45.339625|82776
2020-08-29 20:32:46.051870|82776
2020-08-29 20:32:46.765524|82289
2020-08-29 20:32:47.607840|83263
2020-08-29 20:32:48.332229|83263
2020-08-29 20:32:48.786918|83750
2020-08-29 20:32:49.602852|82776
2020-08-29 20:32:49.681126|82289
2020-08-29 20:32:50.267589|83263
2020-08-29 20:32:51.093014|82776
2020-08-29 20:32:51.214322|81802
2020-08-29 20:32:51.284639|82776
2020-08-29 20:32:51.409957|82289
2020-08-29 20:32:52.261120|82289
2020-08-29 20:32:52.905950|82776
2020-08-29 20:32:53.698177|83263
2020-08-29 20:32:53.922912|82776
2020-08-29 20:32:54.431062|83263
2020-08-29 20:32:54.778262|83750
2020-08-29 20:32:55.467790|83263
2020-08-29 20:32:56.238373|83263
2020-08-29 20:32:56.724054|83263
2020-08-29 20:32:57.679145|83263
2020-08-29 20:32:58.237882|83263
2020-08-29 20:32:58.400887|84237
2020-08-29 20:32:58.561588|83750
2020-08-29 20:32:59.478139|83263
2020-08-29 20:32:59.631806|84237
2020-08-29 20:33:00.060018|83750
2020-08-29 20:33:00.663021|82289
2020-08-29 20:33:01.629381|83263
2020-08-29 20:33:02.080215|83750
2020-08-29 20:33:02.417067|83263
2020-08-29 20:33:03.049559|83263
2020-08-29 20:33:03.126839|82776
2020-08-29 20:33:03.815644|83750
2020-08-29 20:33:03.917937|81802
2020-08-29 20:33:04.888195|82776
2020-08-29 20:33:05.835981|83263
2020-08-29 20:33:06.400641|84237
2020-08-29 20:33:07.405471|84237
2020-08-29 20:33:07.767262|82289
2020-08-29 20:33:08.156881|84724
2020-08-29 20:33:08.484552|84237
2020-08-29 20:33:09.361322|83263
2020-08-29 20:33:10.140718|82776
2020-08-29 20:33:10.595926|83263
